"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"DCA23WA245","INC","107105","2023-04-13T04:00:00Z","Luqa",,"MT",,"9H-VVH","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107105"
"DCA23LA237","ACC","107059","2023-04-13T04:00:00Z","Miami","FL","USA",,"A6-GBH, C-GUBL","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107059"
"HWY23FH011","ACC","107157","2023-04-12T18:43:00Z","Hollywood","FL","USA",,"N/A","false","Highway","CloseoutMemo",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=107157"
"DCA23FM028",,"107080","2023-04-11T23:15:00Z","Delray Beach","FL","USA",,"N/A","false","Marine","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=107080"
"CEN23LA154","ACC","107050","2023-04-11T20:20:00Z","Terrell","TX","USA",,"N1221U","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107050"
"CEN23LA153","ACC","107047","2023-04-11T20:13:00Z","New Waverly","TX","USA",,"N4229K","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107047"
"CEN23LA157","ACC","107055","2023-04-11T20:00:00Z","Skiatook","OK","USA",,"N39GC","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107055"
"ERA23LA190","ACC","107045","2023-04-11T16:11:00Z","Charles Town","WV","USA",,"N2554L","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107045"
"ERA23FA188","ACC","107039","2023-04-11T10:32:00Z","Climax","NC","USA",,"N543GM","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107039"
"WPR23FA153","ACC","107042","2023-04-11T03:19:00Z","Cal-Nev-Ari","NV","USA",,"N8488","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107042"
"ERA23LA193","ACC","107051","2023-04-10T18:20:00Z","West Mifflin","PA","USA",,"N476TA","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107051"
"ERA23LA189","ACC","107043","2023-04-09T15:13:00Z","Ft. Lauderdale","FL","USA",,"N404PJ","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107043"
"CEN23LA150","ACC","107038","2023-04-09T07:45:00Z","Cahokia","IL","USA",,"N372PA","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107038"
"DCA23WA235","ACC","107057","2023-04-09T04:00:00Z","Dublin",,"EI",,"EI-DHH","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107057"
"WPR23LA149","ACC","107032","2023-04-08T18:37:00Z","Morgan","UT","USA",,"N17NK","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=107032"
"CEN23LA152","ACC","107044","2023-04-08T17:35:00Z","Goldsby","OK","USA",,"N48PS","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107044"
"WPR23LA148","ACC","107031","2023-04-08T16:45:00Z","Mesa","AZ","USA",,"N9366J","false","Aviation","DirectorBrief","2023-05-11T04:00:00Z","None",,,,"The student pilot’s failure to maintain directional control during the landing roll.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot","https://data.ntsb.gov/Docket?ProjectID=107031"
"WPR23LA147","ACC","107030","2023-04-08T11:00:00Z","Midway","UT","USA",,"N7530D","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107030"
"ERA23LA199","ACC","107078","2023-04-08T07:55:00Z","Somerset","KY","USA",,"N2448R","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107078"
"GAA23WA121","ACC","107041","2023-04-08T04:00:00Z","Mazatlan",,"MX",,"XB-PBL","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=107041"
"DCA23FM026",,"107026","2023-04-08T02:48:00Z","Tacoma","WA","USA",,"N/A","false","Marine","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107026"
"ERA23LA187","ACC","107029","2023-04-07T16:53:00Z","Cedar Key","FL","USA",,"N8DU","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107029"
"WPR23LA150","ACC","107033","2023-04-07T15:55:00Z","Ashland","OR","USA",,"N6924G","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107033"
"CEN23LA149","ACC","107037","2023-04-07T15:48:00Z","Gardner","KS","USA",,"N982NC","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107037"
"ERA23FA185","ACC","107025","2023-04-07T13:43:00Z","Sebastian","FL","USA",,"N44588","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107025"
"ERA23LA183","ACC","107020","2023-04-06T11:10:00Z","Foley","AL","USA",,"N272AM","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107020"
"ERA23FA182","ACC","107019","2023-04-06T06:50:00Z","Jesup","GA","USA",,"N911TK","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107019"
"ERA23FA181","ACC","107016","2023-04-05T20:37:00Z","Venice","FL","USA",,"N635BD","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107016"
"WPR23LA157","ACC","107071","2023-04-05T14:00:00Z","Bremerton","WA","USA",,"N21RS","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107071"
"WPR23LA152","ACC","107035","2023-04-05T14:00:00Z","Los Alamos","NM","USA",,"N444M","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107035"
"ERA23LA180","ACC","107014","2023-04-05T13:00:00Z","Leesburg","VA","USA",,"N880JS","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107014"
"DCA23WA242","INC","107085","2023-04-05T10:40:00Z","Frankfurt",,"GE",,"D-ALFJ","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107085"
"WPR23LA151","ACC","107034","2023-04-05T10:30:00Z","Susanville","CA","USA",,"N1641E","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107034"
"ANC23LA028","ACC","107018","2023-04-04T08:00:00Z","Palmer","AK","USA",,"N5644W","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107018"
"ERA23LA186","ACC","107028","2023-04-03T14:30:00Z","White Plains","NY","USA",,"N8500D","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107028"
"ERA23LA176","ACC","106991","2023-04-02T19:37:00Z","Wall Township","NJ","USA",,"N85AV","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106991"
"GAA23WA120","ACC","107021","2023-04-02T17:00:00Z","PROSPERPINE",,"AS",,"VH-PXR","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107021"
"DCA23WA226","INC","107002","2023-04-02T16:50:00Z","Pyrzowice","OF","PL",,"SP-ENO","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107002"
"ERA23FA175","ACC","106990","2023-04-02T16:23:00Z","Chelsea","AL","USA",,"N231SH","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106990"
"ANC23LA029","ACC","107023","2023-04-02T15:20:00Z","Wasilla","AK","USA",,"N4464B","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107023"
"ERA23LA178","ACC","107006","2023-04-02T11:00:00Z","Canton","GA","USA",,"N6301W","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107006"
"WPR23LA182","ACC","122570","2023-04-02T10:00:00Z","Marana","AZ","USA",,"N774JP","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=122570"
"WPR23FA141","ACC","106989","2023-04-02T08:50:00Z","Oxbow","OR","USA",,"N424SW","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106989"
"WPR23LA146","ACC","106999","2023-04-01T12:45:00Z","Santa Ana","CA","USA",,"N1399U","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106999"
"WPR23LA145","ACC","106998","2023-04-01T07:38:00Z","Elko","NV","USA",,"N462BA","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106998"
"WPR23FA138","ACC","106945","2023-04-01T06:35:00Z","Santa Teresa","NM","USA",,"UNREG","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106945"
"ERA23LA177","ACC","106995","2023-03-31T15:51:00Z","Leesburg","FL","USA",,"N306ER","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106995"
"DCA23WA229","OCC","107015","2023-03-30T20:24:00Z","Sao Paulo","OF","BR",,"PT-MZL, PS-CNBB","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107015"
"ERA23FA174","ACC","106984","2023-03-30T17:15:00Z","Gulf of Mexico","GM","USA",,"N869AC","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106984"
"DCA23WA224","INC","107000","2023-03-30T09:53:00Z","Jakarta","OF","ID",,"PK-GMC","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107000"
"DCA23WA222","INC","106988","2023-03-30T04:00:00Z","Belize City",,"BH",,"N940AN","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106988"
"RRD23LR009","ACC","106978","2023-03-30T04:00:00Z","Raymond","MN","USA",,"N/A","false","Railroad","CloseoutMemo",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106978"
"CEN23LA145","ACC","106985","2023-03-29T18:27:00Z","Lincoln","IL","USA",,"N56793","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106985"
"CEN23FA144","ACC","106982","2023-03-29T17:53:00Z","Oxford","MS","USA",,"N43414","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106982"
"ERA23LA172","ACC","106977","2023-03-29T11:15:00Z","Clarksville","TN","USA",,"N242JL","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106977"
"CEN23LA147","ACC","106987","2023-03-29T08:23:00Z","Wade","OK","USA",,"N82851","false","Aviation","DirectorBrief","2023-05-04T04:00:00Z","Minor",,,,"The total loss of engine power due to fuel contamination.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Failure, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition","https://data.ntsb.gov/Docket?ProjectID=106987"
"ERA23LA170","ACC","106975","2023-03-29T08:10:00Z","Lakeland","FL","USA",,"N791MH","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106975"
"GAA23WA114","ACC","107003","2023-03-28T08:06:00Z","Scottsdene",,"SF",,"ZS-JNN","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107003"
"DCA23FM025",,"106972","2023-03-28T01:19:00Z","Louisville","KY","USA",,"N/A","false","Marine","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106972"
"WPR23LA144","ACC","106996","2023-03-27T15:40:00Z","Rigby","ID","USA",,"N89CK","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106996"
"ERA23LA169","ACC","106968","2023-03-27T14:50:00Z","Mattituck","NY","USA",,"N50133","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106968"
"GAA23WA108","ACC","106969","2023-03-27T14:45:00Z","Comercial","OF","UY",,"CX-BTI-R","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106969"
"CEN23LA148","ACC","106997","2023-03-27T11:26:00Z","Oklahoma City","OK","USA",,"N550DW","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106997"
"CEN23LA146","ACC","106986","2023-03-27T10:38:00Z","Telluride","CO","USA",,"N3233V","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106986"
"DCA23FM024",,"106961","2023-03-27T01:30:00Z","Convent","LA","USA",,"N/A","false","Marine","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106961"
"ERA23LA165","ACC","106962","2023-03-26T10:30:00Z","St. Augustine","FL","USA",,"N541SP","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106962"
"CEN23FA142","ACC","106956","2023-03-26T01:38:00Z","Port Allen","LA","USA",,"N441PD","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106956"
"CEN23LA143","ACC","106963","2023-03-25T17:30:00Z","Hillsboro","MO","USA",,"N43272","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106963"
"ERA23FA163","ACC","106954","2023-03-25T12:52:00Z","Gainesville","GA","USA",,"N47AR","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106954"
"ERA23FA164","ACC","106955","2023-03-25T11:52:00Z","Johns Island","SC","USA",,"N21480","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106955"
"DCA23FM022",,"106952","2023-03-24T21:52:00Z","Boston","MA","USA",,"N/A","false","Marine","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106952"
"PLD23LR002","ACC","106953","2023-03-24T15:55:00Z","West Reading","PA","USA",,"N/A","false","Pipeline","Report",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106953"
"ANC23FA031","ACC","106951","2023-03-24T11:17:00Z","Nuevo","CA","USA",,"N14Z","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106951"
"ERA23LA162","ACC","106949","2023-03-23T17:30:00Z","Travelers Rest","SC","USA",,"N13612","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106949"
"ERA23LA161","ACC","106948","2023-03-23T15:44:00Z","St. Augustine","FL","USA",,"N280KC","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106948"
"ENG23WA024","INC","106940","2023-03-22T20:18:00Z","Kota Kinabalu","OF","MY",,"RP-C4106","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106940"
"ERA23LA179","ACC","107013","2023-03-22T16:30:00Z","Lakeland","FL","USA",,"N1907A","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107013"
"DCA23LA221","ACC","106964","2023-03-22T16:26:00Z","Houston","TX","USA",,"N1902U","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106964"
"ERA23LA198","ACC","107072","2023-03-22T12:15:00Z","Toughkenamon","PA","USA",,"N669YK","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107072"
"GAA23WA106","INC","106950","2023-03-22T11:00:00Z","Madrid","OF","SP",,"EC-GVD","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106950"
"HWY23FH010","ACC","106936","2023-03-22T04:00:00Z","Woodlawn","MD","USA",,"N/A","false","Highway","Report",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106936"
"DCA23WA223","INC","106992","2023-03-22T04:00:00Z","Kumasi",,"GH",,"9G-AFR","false","Aviation","None",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106992"
"DCA23WA236","ACC","107058","2023-03-22T03:53:00Z","Incheon",,"KS",,"HL8254","false","Aviation","None",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=107058"
"DCA23WA216","INC","106937","2023-03-21T18:27:00Z","Maiquetía",,"VE",,"OB-2231-P","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106937"
"WPR23FA137","ACC","106928","2023-03-21T15:01:00Z","Alcova","WY","USA",,"N314FR","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106928"
"ERA23LA171","ACC","106976","2023-03-21T14:00:00Z","Cincinnati","OH","USA",,"N7772B","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106976"
"ERA23LA157","ACC","106929","2023-03-21T12:30:00Z","Livonia","NY","USA",,"N73905","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106929"
"DCA23LA213","ACC","106933","2023-03-21T09:23:00Z","San Francisco","CA","USA",,"N79011","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106933"
"ERA23LA160","ACC","106942","2023-03-20T14:30:00Z","Abbeville","SC","USA",,"N79VE","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106942"
"ERA23LA155","ACC","106912","2023-03-19T15:30:00Z","Sanford","NC","USA",,"N565TF","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106912"
"CEN23LA140","ACC","106910","2023-03-19T12:14:00Z","Oklahoma City","OK","USA",,"N9254A","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106910"
"CEN23LA141","ACC","106920","2023-03-19T11:15:00Z","Maple Lake","MN","USA",,"N9088D","false","Aviation","DirectorBrief","2023-04-27T04:00:00Z","None",,,,"The student pilot’s failure to maintain directional control during landing with a gusting crosswind.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=106920"
"GAA23WA103","ACC","106932","2023-03-18T16:00:00Z","Porto Nacional, TO",,"BR",,"PT-DGH","false","Aviation","None",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106932"
"GAA23WA100","ACC","106919","2023-03-18T14:40:00Z","Gondia",,"IN",,"VT-FGL","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106919"
"WPR23LA130","ACC","106914","2023-03-18T09:35:00Z","Gordonville","TX","USA",,"N4064X","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106914"
"WPR23LA131","ACC","106915","2023-03-18T09:00:00Z","Santa Ynez","CA","USA",,"N40635","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106915"
"WPR23LA133","ACC","106917","2023-03-17T15:00:00Z","Winnemucca","NV","USA",,"N326AF","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106917"
"ERA23LA156","ACC","106918","2023-03-17T13:14:00Z","Shoreham","NY","USA",,"N5616S","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106918"
"WPR23LA132","ACC","106916","2023-03-17T11:57:00Z","Bullhead City","AZ","USA",,"N2214","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106916"
"WPR23LA129","ACC","106913","2023-03-17T11:40:00Z","Mesa","AZ","USA",,"N610, N2504U","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106913"
"CEN23FA139","ACC","106909","2023-03-17T10:36:00Z","Lubbock","TX","USA",,"N2061K","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106909"
"ERA23LA166","ACC","106965","2023-03-16T16:55:00Z","Cleveland","TN","USA",,"N8702","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106965"
"ANC23LA027","ACC","106971","2023-03-16T15:10:00Z","Minto","AK","USA",,"N6266E","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106971"
"DCA23FM021",,"106943","2023-03-16T04:00:00Z","Savannah","GA","USA",,"N/A","false","Marine","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106943"
"WPR23LA136","ACC","106926","2023-03-15T12:35:00Z","Spanish Fork","UT","USA",,"N2572V","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106926"
"WPR23LA142","ACC","106993","2023-03-15T03:50:00Z","Sacramento","CA","USA",,"N462NB","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106993"
"CEN23LA135","ACC","106895","2023-03-14T09:30:00Z","Mineral Wells","TX","USA",,"N314AL","false","Aviation","DirectorBrief",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=106895"
"ERA23LA151","ACC","106894","2023-03-14T09:06:00Z","Scottsmoor","FL","USA",,"N5714K","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=106894"
"CEN23LA132","ACC","106884","2023-03-13T10:52:00Z","Hotchkiss","CO","USA",,"N235TT","false","Aviation","DirectorBrief","2023-04-20T04:00:00Z","None",,,,"The pilot’s loss of control during landing rollout on a snow-covered, turf airstrip.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=106884"
